take,label,device,side,ms,timestamp,serial,packet,p0,p1,p2,p3,p4,p5,ax,ay,az,gx,gy,gz,qw,qx,qy,qz
1,toe_down_shake,1,R,241.6,1783834219550,57986,0,222,222,222,223,223,259,0.0444,-0.1118,1.0381,-11.78,-1.16,23.19,0.1844,-0.0182,0.0128,-0.4642
1,toe_down_shake,1,R,241.6,1783834219550,57986,1,223,223,222,223,223,259,0.0537,-0.0742,1.0562,-19.10,5.19,20.51,0.1852,-0.0184,0.0136,-0.4638
1,toe_down_shake,1,R,250.3,1783834219570,57987,0,222,222,221,223,223,259,0.0469,-0.1035,1.0879,-40.04,5.25,20.45,0.1865,-0.0189,0.0158,-0.4632
1,toe_down_shake,1,R,250.3,1783834219570,57987,1,222,222,222,223,223,259,0.1372,-0.1558,1.1929,-48.95,-23.32,20.39,0.1873,-0.0206,0.0179,-0.4628
1,toe_down_shake,1,R,280.8,1783834219589,57988,0,222,222,222,223,223,258,0.1665,-0.1963,1.2910,-46.39,-61.22,18.80,0.1882,-0.0243,0.0191,-0.4622
1,toe_down_shake,1,R,280.8,1783834219589,57988,1,222,223,222,223,223,259,0.1401,-0.2021,1.1382,-36.62,-9.40,18.25,0.1889,-0.0265,0.0204,-0.4617
1,toe_down_shake,1,R,295.3,1783834219609,57989,0,222,223,222,223,222,259,0.1196,-0.2725,1.0967,-37.54,40.47,20.32,0.1896,-0.0260,0.0230,-0.4613
1,toe_down_shake,1,R,295.3,1783834219609,57989,1,222,223,222,223,223,258,0.1265,-0.2954,1.0732,-40.28,43.21,23.50,0.1904,-0.0249,0.0258,-0.4609
1,toe_down_shake,1,R,310.6,1783834219628,57990,0,222,223,222,222,223,259,0.1289,-0.2954,1.0298,-42.05,26.79,26.79,0.1914,-0.0245,0.0286,-0.4604
1,toe_down_shake,1,R,310.6,1783834219628,57990,1,222,223,222,223,223,258,0.1113,-0.2817,1.0088,-44.92,7.32,30.15,0.1925,-0.0249,0.0310,-0.4597
1,toe_down_shake,1,R,340.3,1783834219648,57991,0,222,223,222,223,223,258,0.1104,-0.2554,1.0122,-47.49,-9.52,32.71,0.1938,-0.0262,0.0333,-0.4589
1,toe_down_shake,1,R,340.3,1783834219648,57991,1,223,223,222,223,223,259,0.1021,-0.2109,1.0181,-48.34,-20.45,34.06,0.1952,-0.0282,0.0353,-0.4581
1,toe_down_shake,1,R,356.3,1783834219667,57992,0,223,223,222,223,222,258,0.0728,-0.1768,1.0269,-48.83,-24.23,33.45,0.1966,-0.0303,0.0369,-0.4572
1,toe_down_shake,1,R,356.3,1783834219667,57992,1,222,222,222,223,223,259,0.0454,-0.1514,1.0229,-48.83,-17.94,30.58,0.1979,-0.0319,0.0385,-0.4564
1,toe_down_shake,1,R,373.3,1783834219687,57993,0,223,223,222,223,223,258,0.0332,-0.1294,0.9937,-49.19,-4.64,26.43,0.1990,-0.0328,0.0403,-0.4557
1,toe_down_shake,1,R,373.3,1783834219687,57993,1,222,223,223,223,223,259,0.0303,-0.1348,1.0059,-49.93,4.82,23.38,0.1999,-0.0333,0.0423,-0.4551
1,toe_down_shake,1,R,400.2,1783834219710,57994,0,223,223,223,223,222,259,0.0225,-0.1934,1.0327,-49.26,12.76,20.02,0.2010,-0.0335,0.0457,-0.4543
1,toe_down_shake,1,R,400.2,1783834219710,57994,1,222,223,222,223,223,259,0.0210,-0.2402,1.0435,-48.71,15.87,18.43,0.2017,-0.0333,0.0482,-0.4537
1,toe_down_shake,1,R,415.0,1783834219730,57995,0,223,223,222,223,222,259,0.0293,-0.2559,1.0410,-48.22,16.72,17.52,0.2022,-0.0332,0.0510,-0.4532
1,toe_down_shake,1,R,415.1,1783834219730,57995,1,222,222,222,223,223,259,0.0342,-0.2607,1.0283,-48.46,16.85,17.46,0.2028,-0.0331,0.0538,-0.4526
1,toe_down_shake,1,R,430.3,1783834219750,57996,0,223,222,222,223,223,258,0.0293,-0.2622,1.0195,-49.74,17.03,17.27,0.2033,-0.0330,0.0563,-0.4521
1,toe_down_shake,1,R,430.3,1783834219750,57996,1,222,222,222,223,222,258,0.0151,-0.2495,1.0181,-51.76,16.60,16.72,0.2039,-0.0329,0.0587,-0.4515
1,toe_down_shake,1,R,474.7,1783834219769,57997,0,223,222,222,222,223,258,-0.0054,-0.2588,1.0337,-54.08,14.89,15.50,0.2043,-0.0329,0.0612,-0.4510
1,toe_down_shake,1,R,474.7,1783834219769,57997,1,222,223,221,223,224,259,-0.0244,-0.2944,1.0498,-56.82,14.22,13.43,0.2047,-0.0330,0.0639,-0.4504
1,toe_down_shake,1,R,490.9,1783834219789,57998,0,223,223,222,223,222,259,-0.0337,-0.3296,1.0620,-59.39,16.85,10.99,0.2050,-0.0330,0.0670,-0.4499
1,toe_down_shake,1,R,491.0,1783834219789,57998,1,222,222,221,223,222,259,-0.0376,-0.3628,1.0635,-61.89,23.62,8.24,0.2050,-0.0330,0.0704,-0.4493
1,toe_down_shake,1,R,503.5,1783834219808,57999,0,223,223,222,223,222,258,-0.0474,-0.3911,1.0444,-63.60,31.19,5.49,0.2050,-0.0328,0.0740,-0.4488
1,toe_down_shake,1,R,503.5,1783834219808,57999,1,223,223,221,223,223,258,-0.0474,-0.4072,1.0171,-65.55,37.96,2.44,0.2046,-0.0324,0.0779,-0.4483
1,toe_down_shake,1,R,531.9,1783834219828,58000,0,222,222,221,223,223,258,-0.0454,-0.4121,0.9961,-68.60,44.56,-0.24,0.2041,-0.0318,0.0820,-0.4479
1,toe_down_shake,1,R,531.9,1783834219828,58000,1,222,222,223,223,223,258,-0.1343,-0.3301,0.9658,-71.90,50.72,-3.66,0.2034,-0.0309,0.0862,-0.4474
1,toe_down_shake,1,R,547.2,1783834219847,58001,0,222,223,222,223,223,259,-0.4492,0.1660,0.8486,-69.34,47.85,-31.92,0.2013,-0.0296,0.0919,-0.4474
1,toe_down_shake,1,R,547.2,1783834219847,58001,1,223,222,222,223,222,259,-0.2769,-0.0981,0.5845,-60.85,10.38,-37.35,0.1993,-0.0298,0.0950,-0.4476
1,toe_down_shake,1,R,576.9,1783834219867,58002,0,222,223,222,223,223,259,-0.0303,-0.5483,0.9819,-62.99,-28.38,-22.95,0.1982,-0.0323,0.0970,-0.4475
1,toe_down_shake,1,R,577.0,1783834219867,58002,1,222,223,222,223,223,259,-0.0205,-0.6860,0.9941,-63.17,18.07,-10.25,0.1974,-0.0335,0.1002,-0.4471
1,toe_down_shake,1,R,607.4,1783834219886,58003,0,223,222,222,223,223,259,-0.0552,-0.6689,0.8267,-49.50,38.27,-6.65,0.1965,-0.0332,0.1034,-0.4467
1,toe_down_shake,1,R,607.4,1783834219886,58003,1,222,222,222,222,223,257,-0.2598,-0.3120,1.2026,-58.35,8.12,-8.67,0.1958,-0.0333,0.1061,-0.4464
1,toe_down_shake,1,R,624.9,1783834219906,58004,0,222,223,222,222,223,258,-0.2549,-0.2656,1.1714,-95.21,-64.64,-22.58,0.1953,-0.0369,0.1087,-0.4457
1,toe_down_shake,1,R,625.0,1783834219906,58004,1,223,222,222,223,223,259,-0.1870,-0.1978,1.4878,-95.76,-106.38,-32.23,0.1947,-0.0430,0.1107,-0.4449
1,toe_down_shake,1,R,641.5,1783834219929,58005,0,223,223,222,223,223,258,0.0469,-0.2344,1.4155,-87.46,-126.16,-34.55,0.1942,-0.0502,0.1118,-0.4442
1,toe_down_shake,1,R,641.5,1783834219929,58005,1,223,222,223,223,222,259,0.3101,-0.2534,1.2773,-92.71,-87.95,-23.68,0.1936,-0.0565,0.1133,-0.4432
1,toe_down_shake,1,R,657.9,1783834219949,58006,0,223,223,223,223,223,258,0.4702,-0.3940,1.3096,-114.32,-55.11,-4.76,0.1932,-0.0613,0.1164,-0.4420
1,toe_down_shake,1,R,657.9,1783834219949,58006,1,222,223,222,223,223,258,0.4795,-0.5215,1.2983,-129.52,-34.12,13.06,0.1932,-0.0655,0.1208,-0.4402
1,toe_down_shake,1,R,698.6,1783834219968,58007,0,222,223,222,223,223,259,0.3379,-0.6592,1.2925,-136.41,4.88,24.84,0.1933,-0.0681,0.1263,-0.4382
1,toe_down_shake,1,R,698.6,1783834219968,58007,1,221,222,222,223,223,258,0.2876,-0.8838,1.1216,-144.29,22.28,32.10,0.1933,-0.0699,0.1327,-0.4360
1,toe_down_shake,1,R,741.8,1783834219988,58008,0,221,223,223,223,222,258,0.2412,-1.1807,0.8291,-157.84,4.39,40.47,0.1937,-0.0730,0.1433,-0.4320
1,toe_down_shake,1,R,741.8,1783834219988,58008,1,222,223,222,222,223,258,0.1807,-1.2856,0.6763,-169.62,-16.54,44.25,0.1944,-0.0761,0.1505,-0.4286
1,toe_down_shake,1,R,758.7,1783834220007,58009,0,223,223,222,223,223,258,0.1143,-1.3540,0.5430,-180.97,-15.99,44.13,0.1951,-0.0797,0.1581,-0.4249
1,toe_down_shake,1,R,758.7,1783834220007,58009,1,223,222,221,223,223,258,0.1001,-1.3677,0.4536,-191.71,24.23,40.28,0.1951,-0.0823,0.1665,-0.4212
1,toe_down_shake,1,R,774.9,1783834220027,58010,0,223,222,221,223,222,259,0.0869,-1.3696,0.3506,-203.13,86.79,36.25,0.1938,-0.0827,0.1765,-0.4177
1,toe_down_shake,1,R,774.9,1783834220027,58010,1,221,222,222,223,223,260,0.0649,-1.2974,0.6040,-213.13,125.43,33.45,0.1913,-0.0815,0.1876,-0.4142
1,toe_down_shake,1,R,791.5,1783834220046,58011,0,222,222,222,223,223,258,0.0435,-1.2139,0.5508,-213.68,126.34,30.82,0.1884,-0.0798,0.1989,-0.4106
1,toe_down_shake,1,R,791.6,1783834220046,58011,1,222,222,222,223,223,259,0.0317,-1.1289,0.6230,-211.67,102.91,32.90,0.1859,-0.0789,0.2096,-0.4065
1,toe_down_shake,1,R,824.2,1783834220085,58013,0,222,223,222,224,223,259,-0.0552,-0.8623,0.7222,-166.08,33.33,42.60,0.1819,-0.0798,0.2354,-0.3938
1,toe_down_shake,1,R,824.2,1783834220085,58013,1,223,223,222,222,223,258,-0.0547,-0.7739,0.6812,-135.19,7.51,43.58,0.1822,-0.0808,0.2411,-0.3900
1,toe_down_shake,1,R,862.4,1783834220105,58014,0,223,223,221,223,223,259,-0.0923,-0.6797,0.6904,-102.91,-10.44,44.62,0.1832,-0.0818,0.2452,-0.3867
1,toe_down_shake,1,R,862.4,1783834220105,58014,1,222,223,221,223,222,258,-0.0898,-0.6289,0.6641,-75.38,-17.40,45.04,0.1847,-0.0828,0.2481,-0.3840
1,toe_down_shake,1,R,877.3,1783834220128,58015,0,222,222,222,223,222,258,-0.1382,-0.5347,0.5425,-45.53,-2.75,45.29,0.1870,-0.0829,0.2511,-0.3809
1,toe_down_shake,1,R,877.3,1783834220128,58015,1,222,222,221,223,223,259,-0.1196,-0.5308,0.4790,-32.04,12.15,43.70,0.1882,-0.0821,0.2527,-0.3794
1,toe_down_shake,1,R,908.3,1783834220148,58016,0,223,223,223,223,223,259,-0.1504,-0.5010,0.4199,-21.30,22.83,41.69,0.1891,-0.0806,0.2542,-0.3783
1,toe_down_shake,1,R,908.4,1783834220148,58016,1,223,223,222,222,223,259,-0.1670,-0.4810,0.3940,-12.70,28.08,38.21,0.1899,-0.0787,0.2553,-0.3775
1,toe_down_shake,1,R,967.8,1783834220167,58017,0,223,223,222,223,223,258,-0.1890,-0.4771,0.3496,-4.15,27.34,33.63,0.1906,-0.0768,0.2562,-0.3770
1,toe_down_shake,1,R,967.8,1783834220167,58017,1,222,223,222,223,223,259,-0.2393,-0.4316,0.3247,4.27,24.60,28.20,0.1912,-0.0749,0.2567,-0.3767
1,toe_down_shake,1,R,974.2,1783834220207,58019,0,223,222,221,222,222,258,-0.2998,-0.2813,0.3027,23.50,13.61,16.78,0.1930,-0.0697,0.2561,-0.3772
1,toe_down_shake,1,R,974.2,1783834220207,58019,1,222,223,222,222,223,258,-0.3247,-0.2358,0.2822,26.67,10.74,15.44,0.1936,-0.0681,0.2554,-0.3776
1,toe_down_shake,1,R,985.7,1783834220226,58020,0,223,223,223,223,223,258,-0.3618,-0.1738,0.2437,28.02,10.38,14.22,0.1942,-0.0666,0.2547,-0.3781
1,toe_down_shake,1,R,985.7,1783834220226,58020,1,222,222,222,223,222,258,-0.3833,-0.1436,0.2441,26.98,13.85,11.90,0.1947,-0.0651,0.2540,-0.3786
1,toe_down_shake,1,R,1026.9,1783834220246,58021,0,223,222,222,223,223,258,-0.3623,-0.1445,0.2358,24.78,16.72,8.12,0.1950,-0.0635,0.2534,-0.3791
1,toe_down_shake,1,R,1026.9,1783834220246,58021,1,223,223,222,223,222,258,-0.3384,-0.1606,0.2178,22.64,15.99,4.03,0.1951,-0.0621,0.2529,-0.3796
1,toe_down_shake,1,R,1042.0,1783834220304,58024,0,222,222,222,223,223,259,-0.2314,-0.0513,0.0464,-15.69,-9.46,-35.83,0.1927,-0.0611,0.2516,-0.3819
1,toe_down_shake,1,R,1042.1,1783834220304,58024,1,222,223,222,222,223,258,-0.1792,-0.0200,0.0156,-25.21,-21.97,-46.45,0.1915,-0.0630,0.2519,-0.3819
1,toe_down_shake,1,R,1056.7,1783834220324,58025,0,223,223,222,223,223,258,-0.1069,-0.0083,0.0107,-35.16,-37.41,-59.08,0.1902,-0.0659,0.2523,-0.3818
1,toe_down_shake,1,R,1056.7,1783834220324,58025,1,222,222,222,223,223,259,-0.0225,-0.0093,-0.0396,-46.02,-52.86,-73.67,0.1887,-0.0700,0.2527,-0.3816
1,toe_down_shake,1,R,1072.5,1783834220347,58026,0,222,223,222,223,223,259,0.0747,-0.0708,-0.0635,-58.84,-64.88,-89.60,0.1865,-0.0756,0.2532,-0.3813
1,toe_down_shake,1,R,1072.5,1783834220347,58026,1,222,223,222,223,223,259,0.2017,-0.3052,-0.1040,-73.12,-75.68,-105.47,0.1838,-0.0823,0.2538,-0.3808
1,toe_down_shake,1,R,1089.2,1783834220367,58027,0,222,223,221,223,223,259,0.3027,-0.6724,-0.0830,-88.56,-92.29,-119.51,0.1808,-0.0901,0.2545,-0.3800
1,toe_down_shake,1,R,1089.2,1783834220367,58027,1,222,222,222,223,222,258,0.3857,-1.0146,-0.0386,-104.92,-113.53,-131.71,0.1777,-0.0992,0.2553,-0.3787
1,toe_down_shake,1,R,1101.9,1783834220386,58028,0,222,222,222,223,223,258,0.4409,-1.2944,0.0210,-122.13,-123.05,-140.87,0.1743,-0.1092,0.2562,-0.3769
1,toe_down_shake,1,R,1102.0,1783834220386,58028,1,222,223,222,223,223,259,0.4585,-1.5093,0.0786,-136.60,-112.61,-147.52,0.1703,-0.1195,0.2576,-0.3746
1,toe_down_shake,1,R,1117.0,1783834220406,58029,0,223,223,222,223,223,258,0.3960,-1.6855,0.2217,-150.27,-78.13,-151.79,0.1626,-0.1339,0.2607,-0.3710
1,toe_down_shake,1,R,1117.0,1783834220406,58029,1,222,222,222,222,222,258,0.3555,-1.7622,0.3154,-153.63,-57.31,-148.74,0.1566,-0.1424,0.2632,-0.3686
1,toe_down_shake,1,R,1132.2,1783834220425,58030,0,222,223,221,223,223,258,-0.7021,-3.8501,-0.9849,-162.17,-49.32,-115.42,0.1511,-0.1498,0.2665,-0.3656
1,toe_down_shake,1,R,1132.2,1783834220425,58030,1,223,223,222,223,222,259,-0.6973,-2.8066,2.1528,-105.35,-46.14,-42.97,0.1486,-0.1548,0.2693,-0.3625
1,toe_down_shake,1,R,1147.1,1783834220445,58031,0,222,223,222,223,223,259,0.6025,-2.2754,1.4004,-9.64,-5.00,-20.57,0.1479,-0.1563,0.2696,-0.3619
1,toe_down_shake,1,R,1147.1,1783834220445,58031,1,222,222,222,223,222,259,0.8271,-1.6436,1.0879,44.01,20.75,-23.07,0.1470,-0.1557,0.2683,-0.3635
1,toe_down_shake,1,R,1150.7,1783834220464,58032,0,222,223,222,223,223,259,0.7188,-0.9795,0.6499,79.77,-17.58,-19.35,0.1475,-0.1557,0.2651,-0.3657
1,toe_down_shake,1,R,1150.7,1783834220464,58032,1,222,223,222,223,223,258,0.1943,-0.6172,0.4858,92.35,-13.31,-1.16,0.1490,-0.1552,0.2614,-0.3680
1,toe_down_shake,1,R,1165.7,1783834220484,58033,0,223,223,222,223,224,258,0.0225,-0.7769,0.5229,93.51,19.17,12.39,0.1505,-0.1530,0.2582,-0.3704
1,toe_down_shake,1,R,1165.7,1783834220484,58033,1,222,222,222,223,223,258,0.0713,-0.8916,0.3711,90.21,40.53,15.44,0.1516,-0.1498,0.2556,-0.3731
1,toe_down_shake,1,R,1195.3,1783834220503,58034,0,222,223,222,223,223,259,0.1733,-0.9063,0.2632,82.89,32.90,17.03,0.1525,-0.1470,0.2532,-0.3755
1,toe_down_shake,1,R,1195.3,1783834220503,58034,1,222,223,222,223,223,259,0.1909,-0.9600,0.1753,70.37,16.78,18.43,0.1536,-0.1449,0.2513,-0.3772
1,toe_down_shake,1,R,1224.7,1783834220523,58035,0,223,223,222,223,223,258,0.1841,-1.0698,0.0874,51.27,8.18,18.37,0.1547,-0.1434,0.2498,-0.3783
1,toe_down_shake,1,R,1224.7,1783834220523,58035,1,222,223,223,223,223,258,0.2358,-1.2432,0.1309,30.33,9.70,17.03,0.1555,-0.1423,0.2490,-0.3788
1,toe_down_shake,1,R,1239.8,1783834220542,58036,0,222,222,221,223,223,258,0.2329,-1.4458,0.2056,12.88,17.88,15.14,0.1560,-0.1407,0.2490,-0.3793
1,toe_down_shake,1,R,1239.9,1783834220542,58036,1,223,222,222,223,223,258,0.1729,-1.3398,0.2900,8.48,14.16,15.26,0.1563,-0.1397,0.2493,-0.3793
1,toe_down_shake,1,R,1258.6,1783834220566,58037,0,223,223,223,223,223,260,0.1064,-1.1558,0.3643,13.61,8.91,19.17,0.1568,-0.1388,0.2495,-0.3793
1,toe_down_shake,1,R,1258.6,1783834220566,58037,1,222,222,222,223,223,259,0.0332,-1.0439,0.4795,25.76,6.41,27.28,0.1580,-0.1374,0.2491,-0.3796
1,toe_down_shake,1,R,1274.0,1783834220585,58038,0,222,222,222,223,222,258,0.0010,-1.0410,0.5991,38.94,2.44,36.32,0.1598,-0.1357,0.2482,-0.3801
1,toe_down_shake,1,R,1274.0,1783834220585,58038,1,222,222,222,223,223,259,-0.0039,-1.0635,0.6113,50.78,1.46,45.10,0.1620,-0.1337,0.2469,-0.3806
1,toe_down_shake,1,R,1285.2,1783834220605,58039,0,222,223,222,223,222,259,0.0313,-1.0708,0.6016,60.49,6.90,52.80,0.1646,-0.1312,0.2454,-0.3814
1,toe_down_shake,1,R,1285.2,1783834220605,58039,1,222,222,222,223,223,259,0.0938,-1.0708,0.5786,67.81,10.74,57.86,0.1674,-0.1283,0.2436,-0.3823
1,toe_down_shake,1,R,1330.0,1783834220625,58040,0,222,223,222,223,221,259,0.1484,-1.0532,0.5376,72.51,10.50,59.02,0.1701,-0.1254,0.2416,-0.3833
1,toe_down_shake,1,R,1330.0,1783834220625,58040,1,222,223,222,223,223,259,0.1880,-1.0273,0.4922,74.95,10.01,56.27,0.1728,-0.1227,0.2395,-0.3843
1,toe_down_shake,1,R,1358.1,1783834220644,58041,0,222,223,222,223,223,258,0.2139,-1.0142,0.4546,74.95,10.13,50.72,0.1751,-0.1202,0.2374,-0.3853
1,toe_down_shake,1,R,1358.1,1783834220644,58041,1,223,222,221,222,223,258,0.2314,-1.0283,0.4243,73.12,10.62,43.21,0.1772,-0.1178,0.2354,-0.3864
1,toe_down_shake,1,R,1360.4,1783834220664,58042,0,223,223,222,223,223,258,0.2129,-1.0137,0.4014,67.38,11.23,29.11,0.1797,-0.1147,0.2323,-0.3880
1,toe_down_shake,1,R,1360.4,1783834220664,58042,1,223,222,222,222,222,259,0.1919,-0.9932,0.3823,62.19,11.72,20.39,0.1808,-0.1129,0.2304,-0.3891
1,toe_down_shake,1,R,1375.5,1783834220683,58043,0,223,223,222,223,223,258,0.1436,-1.0005,0.3975,56.09,12.21,14.10,0.1815,-0.1114,0.2288,-0.3902
1,toe_down_shake,1,R,1375.5,1783834220683,58043,1,222,223,223,223,222,259,0.0854,-0.9741,0.4082,49.01,14.53,9.58,0.1821,-0.1100,0.2273,-0.3912
1,toe_down_shake,1,R,1390.7,1783834220703,58044,0,224,222,222,222,223,259,0.0347,-0.9111,0.4312,42.05,17.94,7.45,0.1823,-0.1086,0.2262,-0.3921
1,toe_down_shake,1,R,1390.7,1783834220703,58044,1,223,223,222,223,223,259,-0.0024,-0.8535,0.4468,36.32,20.51,8.12,0.1826,-0.1071,0.2255,-0.3929
1,toe_down_shake,1,R,1406.5,1783834220722,58045,0,222,222,222,223,222,258,-0.0415,-0.8188,0.4639,32.10,21.61,10.74,0.1829,-0.1053,0.2249,-0.3935
1,toe_down_shake,1,R,1406.5,1783834220722,58045,1,222,222,222,223,223,259,-0.0708,-0.7949,0.4756,29.11,21.67,14.34,0.1834,-0.1034,0.2244,-0.3940
1,toe_down_shake,1,R,1463.4,1783834220742,58046,0,222,222,222,223,223,258,-0.0869,-0.7769,0.4990,26.79,21.24,19.29,0.1841,-0.1014,0.2240,-0.3945
1,toe_down_shake,1,R,1463.4,1783834220742,58046,1,223,222,222,223,223,259,-0.1064,-0.7617,0.5186,24.66,20.57,25.15,0.1849,-0.0994,0.2236,-0.3948
1,toe_down_shake,1,R,1508.4,1783834220765,58047,0,222,222,222,223,223,259,-0.1187,-0.7334,0.5278,22.58,20.69,30.76,0.1860,-0.0973,0.2234,-0.3950
1,toe_down_shake,1,R,1508.4,1783834220765,58047,1,223,223,222,223,223,258,-0.1123,-0.7119,0.5200,21.42,20.75,35.71,0.1872,-0.0951,0.2232,-0.3951
1,toe_down_shake,1,R,1524.8,1783834220785,58048,0,222,223,223,223,223,258,-0.1030,-0.7036,0.5112,21.00,18.92,39.49,0.1886,-0.0928,0.2230,-0.3951
1,toe_down_shake,1,R,1524.8,1783834220785,58048,1,222,223,223,223,223,259,-0.0898,-0.6895,0.5020,20.63,16.85,41.44,0.1901,-0.0907,0.2228,-0.3949
1,toe_down_shake,1,R,1526.7,1783834220804,58049,0,222,223,223,223,222,258,-0.0620,-0.6533,0.4824,19.04,14.77,41.50,0.1924,-0.0876,0.2224,-0.3947
1,toe_down_shake,1,R,1526.7,1783834220804,58049,1,223,223,222,223,222,258,-0.0459,-0.6406,0.4648,17.58,13.92,39.86,0.1938,-0.0858,0.2221,-0.3946
1,toe_down_shake,1,R,1541.1,1783834220824,58050,0,222,223,222,223,222,259,-0.0381,-0.6294,0.4604,15.26,14.22,36.99,0.1951,-0.0842,0.2218,-0.3945
1,toe_down_shake,1,R,1541.1,1783834220824,58050,1,222,221,222,223,223,259,-0.0293,-0.6113,0.4551,12.15,15.20,33.75,0.1962,-0.0827,0.2216,-0.3944
1,toe_down_shake,1,R,1549.8,1783834220843,58051,0,221,222,222,223,222,259,-0.0303,-0.6079,0.4624,8.79,17.15,30.33,0.1971,-0.0813,0.2216,-0.3943
1,toe_down_shake,1,R,1549.9,1783834220843,58051,1,222,222,223,223,223,258,-0.0327,-0.6118,0.4702,5.86,20.14,26.43,0.1977,-0.0800,0.2216,-0.3942
