take,label,device,side,ms,timestamp,serial,packet,p0,p1,p2,p3,p4,p5,ax,ay,az,gx,gy,gz,qw,qx,qy,qz
1,yaw_spin,0,L,390.3,1783833455714,57599,1,220,223,220,256,222,221,-0.0376,-0.0020,1.0068,0.00,-1.59,0.12,-0.0017,-0.0092,-0.0003,0.4999
1,yaw_spin,0,L,423.4,1783833455734,57600,0,221,222,220,256,222,221,-0.0366,-0.0010,1.0073,0.00,-1.65,0.06,-0.0017,-0.0090,-0.0003,0.4999
1,yaw_spin,0,L,423.4,1783833455734,57600,1,221,222,220,256,222,221,-0.0371,-0.0020,1.0088,0.00,-1.59,0.12,-0.0017,-0.0091,-0.0004,0.4999
1,yaw_spin,0,L,437.5,1783833455753,57601,0,220,223,219,256,221,219,-0.0386,0.0020,1.0073,0.06,-1.59,0.12,-0.0018,-0.0092,-0.0001,0.4999
1,yaw_spin,0,L,437.5,1783833455753,57601,1,221,222,220,256,221,221,-0.0386,-0.0005,1.0049,0.06,-1.65,0.06,-0.0018,-0.0093,0.0000,0.4999
1,yaw_spin,0,L,450.3,1783833455769,57602,0,221,222,220,256,223,221,-0.0400,-0.0010,1.0132,0.12,-1.53,0.12,-0.0018,-0.0096,-0.0002,0.4999
1,yaw_spin,0,L,450.3,1783833455769,57602,1,220,223,220,256,222,221,-0.0381,0.0000,1.0127,0.00,-1.71,0.12,-0.0018,-0.0093,-0.0000,0.4999
1,yaw_spin,0,L,491.9,1783833455792,57603,0,220,222,220,256,222,220,-0.0371,0.0020,1.0093,0.12,-1.71,0.06,-0.0018,-0.0091,0.0005,0.4999
1,yaw_spin,0,L,491.9,1783833455792,57603,1,220,222,219,256,222,221,-0.0371,0.0049,1.0088,0.06,-1.59,0.06,-0.0018,-0.0090,0.0007,0.4999
1,yaw_spin,0,L,495.5,1783833455812,57604,0,220,223,220,256,223,221,-0.0366,0.0063,1.0137,0.00,-1.65,0.06,-0.0018,-0.0091,0.0009,0.4999
1,yaw_spin,0,L,495.5,1783833455812,57604,1,219,223,220,256,222,221,-0.0381,0.0029,1.0103,0.00,-1.65,0.06,-0.0018,-0.0090,0.0009,0.4999
1,yaw_spin,0,L,510.1,1783833455832,57605,0,220,223,219,256,223,221,-0.0366,0.0063,1.0068,0.00,-1.53,0.06,-0.0018,-0.0089,0.0013,0.4999
1,yaw_spin,0,L,510.1,1783833455832,57605,1,220,222,219,255,222,221,-0.0361,0.0029,1.0107,0.00,-1.65,0.06,-0.0018,-0.0087,0.0012,0.4999
1,yaw_spin,0,L,540.8,1783833455851,57606,0,220,222,220,256,222,221,-0.0391,0.0054,1.0112,-0.06,-1.71,0.12,-0.0018,-0.0090,0.0012,0.4999
1,yaw_spin,0,L,540.8,1783833455851,57606,1,220,222,220,256,222,221,-0.0352,0.0015,1.0107,-0.12,-1.65,0.12,-0.0018,-0.0087,0.0009,0.4999
1,yaw_spin,0,L,555.5,1783833455871,57607,0,220,222,219,256,222,220,-0.0381,0.0015,1.0098,-0.06,-1.46,0.06,-0.0018,-0.0089,0.0006,0.4999
1,yaw_spin,0,L,555.5,1783833455871,57607,1,220,223,219,256,222,221,-0.0386,0.0024,1.0093,-0.12,-1.46,0.12,-0.0018,-0.0092,0.0005,0.4999
1,yaw_spin,0,L,584.5,1783833455894,57608,0,221,223,220,255,223,221,-0.0376,0.0015,1.0093,-0.06,-1.65,0.06,-0.0018,-0.0092,0.0003,0.4999
1,yaw_spin,0,L,584.5,1783833455894,57608,1,221,222,219,256,223,221,-0.0361,-0.0010,1.0063,-0.06,-1.65,0.06,-0.0018,-0.0090,-0.0000,0.4999
1,yaw_spin,0,L,613.1,1783833455914,57609,0,221,222,220,256,222,221,-0.0376,0.0024,1.0054,-0.06,-1.65,0.06,-0.0018,-0.0092,0.0003,0.4999
1,yaw_spin,0,L,613.2,1783833455914,57609,1,221,222,220,256,222,221,-0.0337,0.0010,0.9937,0.00,-1.53,0.12,-0.0018,-0.0087,0.0002,0.4999
1,yaw_spin,0,L,626.6,1783833455933,57610,0,220,222,220,256,222,221,-0.0347,0.0029,0.9902,0.37,-1.16,0.24,-0.0019,-0.0086,0.0005,0.4999
1,yaw_spin,0,L,626.6,1783833455933,57610,1,221,222,220,256,222,221,-0.0454,0.0059,1.0518,0.49,-1.77,0.18,-0.0019,-0.0089,0.0006,0.4999
1,yaw_spin,0,L,642.6,1783833455953,57611,0,220,223,219,256,222,220,-0.0400,-0.0029,1.0269,-0.61,-2.62,0.12,-0.0019,-0.0090,0.0004,0.4999
1,yaw_spin,0,L,642.6,1783833455953,57611,1,221,223,220,255,222,221,-0.0332,-0.0044,0.9746,-0.49,-0.98,0.06,-0.0019,-0.0089,0.0001,0.4999
1,yaw_spin,0,L,660.3,1783833455972,57612,0,221,223,220,256,222,221,-0.0410,-0.0103,0.9873,0.24,0.00,0.06,-0.0019,-0.0090,-0.0002,0.4999
1,yaw_spin,0,L,660.4,1783833455972,57612,1,220,223,219,256,222,220,-0.0425,-0.0078,1.0376,0.24,-2.01,0.00,-0.0019,-0.0092,-0.0005,0.4999
1,yaw_spin,0,L,675.1,1783833455992,57613,0,220,223,220,255,222,221,-0.0308,-0.0039,1.0215,-0.06,-3.30,0.06,-0.0019,-0.0088,-0.0007,0.4999
1,yaw_spin,0,L,675.1,1783833455992,57613,1,221,223,220,255,222,221,-0.0308,0.0039,0.9917,0.24,-2.08,0.12,-0.0019,-0.0085,-0.0005,0.4999
1,yaw_spin,0,L,690.3,1783833456011,57614,0,221,223,220,256,222,221,-0.0386,0.0127,1.0161,0.24,-1.22,0.12,-0.0019,-0.0084,0.0000,0.4999
1,yaw_spin,0,L,690.3,1783833456011,57614,1,221,222,220,256,222,220,-0.0381,0.0083,1.0210,-0.18,-1.28,0.12,-0.0019,-0.0084,0.0003,0.4999
1,yaw_spin,0,L,720.2,1783833456031,57615,0,220,222,220,256,221,221,-0.0425,0.0093,1.0029,0.00,-1.04,0.06,-0.0019,-0.0087,0.0005,0.4999
1,yaw_spin,0,L,720.2,1783833456031,57615,1,220,222,219,256,222,220,-0.0415,0.0039,1.0010,0.24,-1.65,0.12,-0.0019,-0.0089,0.0007,0.4999
1,yaw_spin,0,L,737.1,1783833456050,57616,0,220,223,219,256,222,220,-0.0366,-0.0010,1.0127,0.12,-2.56,0.06,-0.0019,-0.0090,0.0005,0.4999
1,yaw_spin,0,L,737.1,1783833456050,57616,1,221,223,220,256,223,220,-0.0322,0.0005,1.0166,0.00,-2.08,0.12,-0.0019,-0.0086,0.0005,0.4999
1,yaw_spin,0,L,750.4,1783833456070,57617,0,220,222,220,256,222,221,-0.0376,0.0044,1.0083,-0.06,-1.04,0.12,-0.0019,-0.0088,0.0006,0.4999
1,yaw_spin,0,L,750.4,1783833456070,57617,1,220,223,220,256,222,221,-0.0405,0.0059,1.0054,-0.12,-1.04,0.12,-0.0019,-0.0091,0.0008,0.4999
1,yaw_spin,0,L,795.6,1783833456089,57618,0,220,222,219,256,222,221,-0.0381,0.0034,1.0112,-0.06,-1.53,0.12,-0.0019,-0.0092,0.0007,0.4999
1,yaw_spin,0,L,795.6,1783833456089,57618,1,220,223,220,256,223,221,-0.0352,0.0024,1.0112,0.00,-1.89,0.12,-0.0019,-0.0088,0.0006,0.4999
1,yaw_spin,0,L,808.1,1783833456109,57619,0,221,222,219,255,223,221,-0.0361,0.0034,1.0083,0.00,-1.95,0.06,-0.0020,-0.0087,0.0006,0.4999
1,yaw_spin,0,L,808.1,1783833456109,57619,1,220,223,221,256,223,221,-0.0356,0.0024,1.0151,0.00,-1.89,0.06,-0.0020,-0.0087,0.0006,0.4999
1,yaw_spin,0,L,823.0,1783833456132,57620,0,220,222,220,256,221,221,-0.0347,0.0059,1.0137,-0.24,-1.46,0.06,-0.0020,-0.0085,0.0009,0.4999
1,yaw_spin,0,L,823.1,1783833456132,57620,1,220,222,220,256,222,221,-0.0386,0.0068,1.0078,-0.24,-1.10,0.06,-0.0020,-0.0087,0.0012,0.4999
1,yaw_spin,0,L,838.5,1783833456152,57621,0,220,223,220,256,222,221,-0.0376,0.0034,1.0063,-0.12,-1.59,0.12,-0.0020,-0.0090,0.0011,0.4999
1,yaw_spin,0,L,838.5,1783833456152,57621,1,220,222,220,256,222,220,-0.0391,0.0000,1.0142,-0.06,-1.95,0.12,-0.0020,-0.0091,0.0007,0.4999
1,yaw_spin,0,L,855.1,1783833456171,57622,0,220,222,220,256,222,220,-0.0342,-0.0054,1.0112,-0.06,-1.89,0.12,-0.0020,-0.0089,0.0004,0.4999
1,yaw_spin,0,L,855.1,1783833456171,57622,1,221,223,220,256,222,220,-0.0347,-0.0117,1.0020,0.00,-1.53,0.12,-0.0020,-0.0088,0.0000,0.4999
1,yaw_spin,0,L,871.3,1783833456191,57623,0,219,222,219,256,222,221,-0.0381,-0.0078,1.0063,-0.06,-1.28,0.12,-0.0020,-0.0088,-0.0003,0.4999
1,yaw_spin,0,L,871.4,1783833456191,57623,1,220,223,220,256,222,221,-0.0391,-0.0005,1.0083,0.06,-1.40,0.06,-0.0020,-0.0090,-0.0004,0.4999
1,yaw_spin,0,L,899.9,1783833456210,57624,0,221,222,220,256,222,221,-0.0400,0.0015,1.0127,0.12,-1.71,0.12,-0.0020,-0.0092,-0.0001,0.4999
1,yaw_spin,0,L,899.9,1783833456210,57624,1,220,222,220,256,221,221,-0.0386,0.0034,1.0059,0.18,-1.89,0.06,-0.0020,-0.0092,0.0002,0.4999
1,yaw_spin,0,L,915.1,1783833456230,57625,0,221,222,220,256,222,220,-0.0361,0.0068,1.0063,0.18,-1.83,0.06,-0.0020,-0.0090,0.0005,0.4999
1,yaw_spin,0,L,915.1,1783833456230,57625,1,220,222,220,255,222,221,-0.0386,0.0034,1.0107,0.12,-1.65,0.06,-0.0020,-0.0092,0.0007,0.4999
1,yaw_spin,0,L,930.5,1783833456250,57626,0,219,222,220,254,223,221,-0.0361,0.0015,1.0088,0.06,-1.46,0.06,-0.0020,-0.0091,0.0007,0.4999
1,yaw_spin,0,L,930.5,1783833456250,57626,1,221,223,220,256,222,221,-0.0371,0.0024,1.0088,0.00,-1.40,0.12,-0.0020,-0.0092,0.0005,0.4999
1,yaw_spin,0,L,1004.9,1783833456269,57627,0,220,223,220,256,222,221,-0.0371,0.0020,1.0122,0.12,-1.71,0.06,-0.0020,-0.0091,0.0004,0.4999
1,yaw_spin,0,L,1004.9,1783833456269,57627,1,221,222,221,256,223,220,-0.0239,0.0049,0.9941,0.12,-0.55,0.06,-0.0020,-0.0089,0.0006,0.4999
1,yaw_spin,0,L,1005.9,1783833456289,57628,0,220,223,219,256,223,220,0.0874,0.0073,1.2271,-1.22,39.06,1.28,-0.0020,-0.0098,0.0006,0.4999
1,yaw_spin,0,L,1005.9,1783833456289,57628,1,220,224,220,256,222,220,-0.1401,0.0171,0.9370,-7.57,52.06,1.95,-0.0022,-0.0128,0.0005,0.4998
1,yaw_spin,0,L,1008.7,1783833456308,57629,0,221,223,219,256,222,221,-0.1084,-0.0396,0.8555,-2.14,7.93,4.70,-0.0023,-0.0140,0.0001,0.4998
1,yaw_spin,0,L,1008.7,1783833456308,57629,1,220,222,220,256,222,221,-0.1040,0.0151,1.0186,2.93,-25.82,7.81,-0.0027,-0.0135,0.0002,0.4998
1,yaw_spin,0,L,1031.7,1783833456332,57630,0,221,222,220,255,222,220,-0.0034,0.0171,1.0635,1.59,-18.31,6.35,-0.0030,-0.0121,0.0005,0.4998
1,yaw_spin,0,L,1031.7,1783833456332,57630,1,219,223,220,256,222,221,-0.0234,0.0049,1.0586,-2.99,14.40,1.10,-0.0031,-0.0121,0.0005,0.4998
1,yaw_spin,0,L,1035.6,1783833456351,57631,0,220,222,220,256,223,221,-0.0732,-0.0112,1.0161,-2.38,24.41,-0.18,-0.0031,-0.0132,0.0003,0.4998
1,yaw_spin,0,L,1035.6,1783833456351,57631,1,221,222,220,255,222,221,-0.0547,-0.0049,0.9951,1.34,17.21,0.55,-0.0031,-0.0142,0.0000,0.4998
1,yaw_spin,0,L,1061.4,1783833456371,57632,0,220,222,220,256,222,220,0.0146,0.0356,1.0405,2.93,17.58,-0.79,-0.0031,-0.0147,0.0002,0.4998
1,yaw_spin,0,L,1061.4,1783833456371,57632,1,220,222,220,256,222,221,0.1514,0.0493,1.0410,2.75,20.63,-12.27,-0.0027,-0.0153,0.0004,0.4998
1,yaw_spin,0,L,1106.9,1783833456390,57633,0,220,222,220,256,222,221,0.0269,0.0142,0.8813,6.10,-1.71,-31.74,-0.0008,-0.0154,0.0007,0.4998
1,yaw_spin,0,L,1106.9,1783833456390,57633,1,220,223,220,256,222,221,-0.0254,0.0200,0.8706,3.48,-34.24,-41.87,0.0010,-0.0139,0.0010,0.4998
1,yaw_spin,0,L,1122.2,1783833456410,57634,0,221,223,220,256,222,221,-0.1348,0.0068,0.9624,-3.85,-78.31,-49.01,0.0033,-0.0110,0.0009,0.4998
1,yaw_spin,0,L,1122.2,1783833456410,57634,1,220,222,220,256,222,221,-0.2935,-0.0947,1.2144,5.98,-87.28,-48.89,0.0057,-0.0070,0.0009,0.4999
1,yaw_spin,0,L,1138.5,1783833456429,57635,0,220,223,219,256,222,221,-0.1177,-0.0347,0.9443,7.08,-14.16,-47.00,0.0080,-0.0057,0.0010,0.4999
1,yaw_spin,0,L,1138.5,1783833456429,57635,1,221,223,220,256,222,221,0.0464,-0.0313,1.0356,14.34,10.56,-42.72,0.0101,-0.0060,0.0014,0.4998
1,yaw_spin,0,L,1140.5,1783833456449,57636,0,220,222,220,256,223,221,-0.0166,0.0376,0.9634,-3.85,-6.77,-37.11,0.0120,-0.0057,0.0016,0.4998
1,yaw_spin,0,L,1140.5,1783833456449,57636,1,220,223,219,256,223,221,-0.0962,-0.0093,0.9858,-4.52,7.26,-32.53,0.0135,-0.0061,0.0013,0.4998
1,yaw_spin,0,L,1167.0,1783833456468,57637,0,220,221,219,256,222,221,-0.0801,0.0063,1.0557,-1.53,35.16,-28.02,0.0150,-0.0079,0.0013,0.4997
1,yaw_spin,0,L,1167.1,1783833456468,57637,1,221,222,220,256,222,221,-0.0498,0.0293,0.9868,0.18,14.53,-21.97,0.0161,-0.0092,0.0015,0.4996
1,yaw_spin,0,L,1182.8,1783833456488,57638,0,220,222,220,256,222,221,-0.1494,-0.0269,0.9941,2.14,-15.69,-16.66,0.0169,-0.0091,0.0015,0.4996
1,yaw_spin,0,L,1182.9,1783833456488,57638,1,220,222,219,256,223,221,-0.0967,-0.0298,1.0347,4.15,-1.65,-13.73,0.0176,-0.0091,0.0015,0.4996
1,yaw_spin,0,L,1226.8,1783833456511,57639,0,219,222,220,256,222,221,-0.1157,-0.0112,0.9902,1.28,-3.36,-16.11,0.0187,-0.0097,0.0017,0.4995
1,yaw_spin,0,L,1226.8,1783833456511,57639,1,222,223,219,256,222,220,-0.0400,-0.0908,1.0313,0.92,-10.62,-26.79,0.0198,-0.0093,0.0013,0.4995
1,yaw_spin,0,L,1230.2,1783833456527,57640,0,220,222,220,256,222,221,-0.0557,-0.2266,0.9893,4.27,-0.61,-49.99,0.0219,-0.0091,0.0011,0.4994
1,yaw_spin,0,L,1230.2,1783833456527,57640,1,220,222,220,255,222,220,0.0620,-0.2524,0.9941,4.64,6.10,-77.76,0.0253,-0.0094,0.0009,0.4993
1,yaw_spin,0,L,1232.6,1783833456550,57641,0,220,222,220,256,222,221,0.2822,-0.2134,1.0518,5.07,-1.46,-110.35,0.0302,-0.0091,0.0008,0.4990
1,yaw_spin,0,L,1232.6,1783833456550,57641,1,220,222,220,256,223,221,0.2051,-0.1660,1.0249,5.80,6.90,-147.46,0.0369,-0.0090,0.0007,0.4985
1,yaw_spin,0,L,1260.1,1783833456570,57642,0,220,222,219,256,222,220,0.0688,-0.0942,1.0063,11.29,6.71,-185.06,0.0453,-0.0090,0.0008,0.4978
1,yaw_spin,0,L,1260.1,1783833456570,57642,1,220,222,219,256,221,220,0.0430,-0.1646,0.9141,11.41,7.57,-219.42,0.0554,-0.0092,0.0010,0.4968
1,yaw_spin,0,L,1288.1,1783833456589,57643,0,220,223,219,256,222,220,-0.0190,0.0508,0.9341,10.07,9.95,-252.20,0.0670,-0.0094,0.0013,0.4954
1,yaw_spin,0,L,1288.2,1783833456589,57643,1,221,222,220,256,222,221,-0.1812,0.1221,1.0215,15.75,17.88,-299.68,0.0806,-0.0103,0.0021,0.4933
1,yaw_spin,0,L,1304.8,1783833456609,57644,0,219,223,220,254,222,221,-0.1436,0.1445,1.0151,24.96,22.83,-356.14,0.0968,-0.0114,0.0033,0.4904
1,yaw_spin,0,L,1304.9,1783833456609,57644,1,220,222,219,256,221,221,-0.0610,0.0972,1.0659,31.37,37.48,-416.87,0.1157,-0.0128,0.0049,0.4862
1,yaw_spin,0,L,1306.4,1783833456628,57645,0,220,222,220,256,222,221,0.0010,-0.0537,1.0874,48.65,58.72,-493.65,0.1483,-0.0157,0.0078,0.4771
1,yaw_spin,0,L,1306.4,1783833456628,57645,1,221,223,220,255,222,220,0.1426,-0.0713,1.1074,65.55,72.08,-528.50,0.1721,-0.0181,0.0106,0.4690
1,yaw_spin,0,L,1337.6,1783833456648,57646,0,220,223,219,256,222,222,0.1367,0.1025,1.0308,76.23,77.94,-550.66,0.1964,-0.0206,0.0141,0.4591
1,yaw_spin,0,L,1337.6,1783833456648,57646,1,220,223,219,256,222,221,-0.0483,0.1655,0.8643,81.12,53.96,-550.72,0.2206,-0.0222,0.0179,0.4478
1,yaw_spin,0,L,1349.0,1783833456667,57647,0,220,221,220,256,222,221,-0.2007,0.0688,0.7559,77.51,10.99,-523.80,0.2433,-0.0225,0.0210,0.4357
1,yaw_spin,0,L,1349.0,1783833456667,57647,1,220,222,220,256,222,221,-0.1660,-0.0547,0.8149,60.55,-34.18,-472.66,0.2636,-0.0213,0.0220,0.4238
1,yaw_spin,0,L,1377.7,1783833456687,57648,0,219,223,219,256,223,221,-0.4043,-0.2427,0.8374,37.54,-67.75,-395.32,0.2805,-0.0190,0.0213,0.4129
1,yaw_spin,0,L,1377.8,1783833456687,57648,1,221,223,220,256,223,220,-0.3794,-0.6201,1.0156,18.49,-94.36,-292.36,0.2933,-0.0159,0.0191,0.4041
1,yaw_spin,0,L,1407.5,1783833456707,57649,0,220,223,219,256,223,220,-0.2871,-0.6855,1.2114,4.39,-84.47,-173.65,0.3013,-0.0128,0.0163,0.3984
1,yaw_spin,0,L,1407.5,1783833456707,57649,1,219,223,220,256,222,220,-0.1392,-0.2095,1.0928,-5.98,-39.55,-54.81,0.3046,-0.0114,0.0144,0.3960
1,yaw_spin,0,L,1438.4,1783833456726,57650,0,220,222,220,256,222,221,-0.0166,-0.0034,1.0566,-18.19,-32.17,37.54,0.3040,-0.0106,0.0126,0.3966
1,yaw_spin,0,L,1438.4,1783833456726,57650,1,221,222,220,256,222,221,0.0024,-0.1963,1.0313,-20.81,-34.67,78.55,0.3013,-0.0099,0.0105,0.3987
1,yaw_spin,0,L,1440.6,1783833456750,57651,0,220,223,221,256,222,221,-0.0586,-0.0938,1.0278,-21.79,-26.31,66.28,0.2970,-0.0093,0.0076,0.4020
1,yaw_spin,0,L,1440.6,1783833456750,57651,1,220,223,220,256,222,221,-0.0996,0.0142,1.0576,-25.76,-19.23,36.80,0.2953,-0.0095,0.0063,0.4033
1,yaw_spin,0,L,1471.3,1783833456769,57652,0,220,222,219,255,223,220,-0.1558,0.1191,1.0298,-29.79,-15.32,7.02,0.2947,-0.0097,0.0050,0.4037
1,yaw_spin,0,L,1471.4,1783833456769,57652,1,220,223,221,256,222,221,-0.1553,0.1685,0.9663,-25.39,-8.36,-14.47,0.2950,-0.0101,0.0041,0.4035
1,yaw_spin,0,L,1471.8,1783833456789,57653,0,221,222,220,256,222,221,-0.1279,0.1519,0.9170,-12.70,-3.54,-25.02,0.2959,-0.0103,0.0036,0.4029
1,yaw_spin,0,L,1471.8,1783833456789,57653,1,221,223,220,255,222,221,-0.0918,0.1504,0.9438,1.16,-0.49,-26.67,0.2969,-0.0103,0.0038,0.4021
1,yaw_spin,0,L,1488.4,1783833456808,57654,0,220,222,219,256,223,221,-0.0532,0.1265,1.0063,8.48,-1.34,-23.32,0.2979,-0.0098,0.0044,0.4014
1,yaw_spin,0,L,1488.4,1783833456808,57654,1,220,223,220,255,222,221,-0.0381,0.1353,1.0469,6.10,-2.93,-18.74,0.2986,-0.0093,0.0049,0.4008
1,yaw_spin,0,L,1515.6,1783833456828,57655,0,220,223,220,256,223,221,-0.0386,0.1274,1.0425,-0.85,-6.47,-14.04,0.2992,-0.0089,0.0050,0.4004
1,yaw_spin,0,L,1515.6,1783833456828,57655,1,220,222,220,256,223,221,-0.0225,0.0840,1.0156,-4.70,-7.63,-9.58,0.2996,-0.0084,0.0049,0.4001
